Round,Turnout Percent,Total Votes,Republican Votes,Republican Electoral Votes,Republican Vote Percent,Democrat Votes,Democrat Electoral Votes,Democrat Vote Percent,Independent Votes,Independent Electoral Votes,Independent Vote Percent
1416,0.8946,160626630,69015357,193,0.4297,80720838,345,0.5025,10890435,0,0.0678
1417,0.6654,119470080,54696772,262,0.4578,57712665,276,0.4831,7060643,0,0.0591
1418,0.6921,124273141,61302784,297,0.4933,59316793,241,0.4773,3653564,0,0.0294
1419,0.7111,127665684,51543974,193,0.4037,58949071,345,0.4617,17172639,0,0.1345
1420,0.7101,127483949,60006769,262,0.4707,62648521,276,0.4914,4828659,0,0.0379
1421,0.7580,136098070,63073190,297,0.4634,60585455,241,0.4452,12439425,0,0.0914
1422,0.8973,161113873,77649063,262,0.4820,82052269,276,0.5093,1412541,0,0.0088
1423,0.8900,159797139,68324790,193,0.4276,77715984,345,0.4863,13756365,0,0.0861
1424,0.6600,118497854,51852133,166,0.4376,62908896,372,0.5309,3736825,0,0.0315
1425,0.7645,137265664,71480043,339,0.5207,65785621,199,0.4793,0,0,0.0000
1426,0.6381,114562389,59028540,349,0.5153,52592914,189,0.4591,2940935,0,0.0257
1427,0.8143,146206096,78099487,354,0.5342,66305946,184,0.4535,1800663,0,0.0123
1428,0.6745,121101636,57515890,226,0.4749,63585746,312,0.5251,0,0,0.0000
1429,0.7800,140038725,62798518,166,0.4484,76857805,372,0.5488,382402,0,0.0027
1430,0.7418,133195389,57103830,166,0.4287,68001955,372,0.5105,8089604,0,0.0607
1431,0.8841,158735323,75012664,226,0.4726,83041762,312,0.5231,680897,0,0.0043
1432,0.7720,138607728,67406304,262,0.4863,71201424,276,0.5137,0,0,0.0000
1433,0.6040,108450688,50676302,193,0.4673,57742983,345,0.5324,31403,0,0.0003
1434,0.8221,147595442,76848134,339,0.5207,70684939,199,0.4789,62369,0,0.0004
1435,0.6467,116113031,50716073,166,0.4368,60438778,372,0.5205,4958180,0,0.0427
1436,0.8443,151578732,63997557,166,0.4222,76173781,372,0.5025,11407394,0,0.0753
1437,0.8893,159665496,68644655,166,0.4299,83720002,372,0.5243,7300839,0,0.0457
1438,0.6453,115884031,60201222,354,0.5195,51543062,184,0.4448,4139747,0,0.0357
1439,0.7530,135205681,55893331,166,0.4134,72821675,372,0.5386,6490675,0,0.0480
1440,0.7843,140831009,63802670,166,0.4530,77002659,372,0.5468,25680,0,0.0002
1441,0.6310,113295519,44355330,166,0.3915,53782662,372,0.4747,15157527,0,0.1338
1442,0.7387,132625330,58129235,166,0.4383,74496095,372,0.5617,0,0,0.0000
1443,0.8517,152920976,80431591,349,0.5260,72354084,189,0.4731,135301,0,0.0009
1444,0.6171,110795746,43815285,166,0.3955,54375480,372,0.4908,12604981,0,0.1138
1445,0.8598,154364914,76285801,310,0.4942,72244985,228,0.4680,5834128,0,0.0378
1446,0.8108,145567798,71754313,262,0.4929,73813485,276,0.5071,0,0,0.0000
1447,0.8897,159729254,69541854,166,0.4354,87566463,372,0.5482,2620937,0,0.0164
1448,0.6616,118795994,51745442,193,0.4356,61159334,345,0.5148,5891218,0,0.0496
1449,0.7062,126802276,55649084,262,0.4389,58445381,276,0.4609,12707811,0,0.1002
1450,0.6946,124718829,58435531,193,0.4685,66200512,345,0.5308,82786,0,0.0007
1451,0.8790,157827910,78682138,314,0.4985,74270965,224,0.4706,4874807,0,0.0309
1452,0.6717,120598929,59956732,262,0.4972,60612879,276,0.5026,29318,0,0.0002
1453,0.8944,160582463,75959333,226,0.4730,84417707,312,0.5257,205423,0,0.0013
1454,0.8451,151730354,80126429,380,0.5281,62946389,158,0.4149,8657536,0,0.0571
1455,0.7081,127128457,56949642,262,0.4480,59978287,276,0.4718,10200528,0,0.0802
1456,0.8070,144901710,74315417,314,0.5129,70499931,224,0.4865,86362,0,0.0006
1457,0.7984,143351800,72235914,297,0.5039,69517870,241,0.4849,1598016,0,0.0111
1458,0.7151,128390813,64976227,287,0.5061,63394453,251,0.4938,20133,0,0.0002
1459,0.7094,127365023,51113691,262,0.4013,56653636,276,0.4448,19597696,0,0.1539
1460,0.6677,119892207,58450463,262,0.4875,58960647,276,0.4918,2481097,0,0.0207
1461,0.8726,156672901,86876835,380,0.5545,69761378,158,0.4453,34688,0,0.0002
1462,0.7987,143396152,63751312,262,0.4446,62948924,276,0.4390,16695916,0,0.1164
1463,0.7447,133702878,63391748,193,0.4741,70311130,345,0.5259,0,0,0.0000
1464,0.8443,151590589,82526957,421,0.5444,60264895,117,0.3976,8798737,0,0.0580
1465,0.6067,108936633,42825321,166,0.3931,54597813,372,0.5012,11513499,0,0.1057
1466,0.6375,114461285,55048850,262,0.4809,59307686,276,0.5181,104749,0,0.0009
1467,0.8134,146048409,72314853,287,0.4951,70129343,251,0.4802,3604213,0,0.0247
1468,0.6599,118478465,59333461,262,0.5008,58787933,276,0.4962,357071,0,0.0030
1469,0.8266,148408456,76023336,310,0.5123,72141256,228,0.4861,243864,0,0.0016
1470,0.7466,134046179,66170541,262,0.4936,67875638,276,0.5064,0,0,0.0000
1471,0.7763,139371875,63585364,262,0.4562,62704233,276,0.4499,13082278,0,0.0939
1472,0.7810,140225878,74725763,354,0.5329,65482140,184,0.4670,17975,0,0.0001
1473,0.8176,146807377,65142637,281,0.4437,63175377,257,0.4303,18489363,0,0.1259
1474,0.7704,138315898,68649727,262,0.4963,69649330,276,0.5036,16841,0,0.0001
1475,0.6271,112600694,49290437,166,0.4377,63298217,372,0.5621,12040,0,0.0001
1476,0.6931,124446157,58276590,262,0.4683,61131812,276,0.4912,5037755,0,0.0405
1477,0.8387,150597642,65764168,166,0.4367,78107216,372,0.5186,6726258,0,0.0447
1478,0.6716,120591127,45142763,156,0.3743,61597548,382,0.5108,13850816,0,0.1149
1479,0.6120,109884879,50628088,262,0.4607,51101436,276,0.4650,8155355,0,0.0742
1480,0.6724,120729555,50206562,166,0.4159,62651783,372,0.5189,7871210,0,0.0652
1481,0.6421,115298205,51730900,256,0.4487,57288277,282,0.4969,6279028,0,0.0545
1482,0.8950,160695063,69974615,193,0.4354,79548193,345,0.4950,11172255,0,0.0695
1483,0.7903,141880623,62015912,166,0.4371,74986953,372,0.5285,4877758,0,0.0344
1484,0.8946,160614864,71213978,166,0.4434,88571951,372,0.5515,828935,0,0.0052
1485,0.6202,111348486,50004011,166,0.4491,60152550,372,0.5402,1191925,0,0.0107
1486,0.7734,138845428,68802216,262,0.4955,68519959,276,0.4935,1523253,0,0.0110
1487,0.6932,124452885,50862588,166,0.4087,65640691,372,0.5274,7949606,0,0.0639
1488,0.7168,128695214,64702905,262,0.5028,63992309,276,0.4972,0,0,0.0000
1489,0.6009,107887353,47721074,256,0.4423,53005467,282,0.4913,7160812,0,0.0664
1490,0.6608,118639164,61572858,354,0.5190,53900995,184,0.4543,3165311,0,0.0267
1491,0.6073,109042841,44823195,166,0.4111,57218209,372,0.5247,7001437,0,0.0642
1492,0.8107,145545124,70809306,281,0.4865,69412452,257,0.4769,5323366,0,0.0366
1493,0.7581,136112140,56355852,96,0.4140,78952908,442,0.5801,803380,0,0.0059
1494,0.6697,120234883,50846321,193,0.4229,59620525,345,0.4959,9768037,0,0.0812
1495,0.6340,113842475,54090613,262,0.4751,54549141,276,0.4792,5202721,0,0.0457
1496,0.7217,129581991,58021848,262,0.4478,60517814,276,0.4670,11042329,0,0.0852
1497,0.8417,151131496,71713250,226,0.4745,79308179,312,0.5248,110067,0,0.0007
1498,0.6063,108839175,55471894,349,0.5097,50194635,189,0.4612,3172646,0,0.0291
1499,0.7560,135732036,72019943,354,0.5306,63712093,184,0.4694,0,0,0.0000
1500,0.8718,156530735,59861395,166,0.3824,76006886,372,0.4856,20662454,0,0.1320
1501,0.8890,159607137,72996469,193,0.4574,81944850,345,0.5134,4665818,0,0.0292
1502,0.6788,121876683,61453336,262,0.5042,60423347,276,0.4958,0,0,0.0000
1503,0.6740,121006777,60870295,310,0.5030,58219507,228,0.4811,1916975,0,0.0158
1504,0.6416,115193304,54325225,262,0.4716,54864324,276,0.4763,6003755,0,0.0521
1505,0.8714,156455466,83604000,354,0.5344,72771880,184,0.4651,79586,0,0.0005
1506,0.7462,133980381,70704914,349,0.5277,63158830,189,0.4714,116637,0,0.0009
1507,0.8825,158446265,73010640,193,0.4608,82808269,345,0.5226,2627356,0,0.0166
1508,0.8815,158279619,60746535,83,0.3838,92163250,455,0.5823,5369834,0,0.0339
1509,0.8759,157269078,79423336,358,0.5050,64263365,180,0.4086,13582377,0,0.0864
1510,0.6949,124767060,61640834,262,0.4940,63078856,276,0.5056,47370,0,0.0004
1511,0.6513,116945017,60737333,339,0.5194,56207684,199,0.4806,0,0,0.0000
1512,0.7481,134310048,75243755,380,0.5602,59040963,158,0.4396,25330,0,0.0002
1513,0.7795,139953893,55250136,156,0.3948,76250753,382,0.5448,8453004,0,0.0604
1514,0.6467,116108787,56688749,262,0.4882,58724074,276,0.5058,695964,0,0.0060
1515,0.8219,147566896,61184097,166,0.4146,76320762,372,0.5172,10062037,0,0.0682
1516,0.7197,129236063,50033762,156,0.3872,68878682,382,0.5330,10323619,0,0.0799
1517,0.6298,113082102,51688807,193,0.4571,57976757,345,0.5127,3416538,0,0.0302
1518,0.8512,152836252,74173002,262,0.4853,78663250,276,0.5147,0,0,0.0000
1519,0.7608,136596134,69323922,297,0.5075,67242163,241,0.4923,30049,0,0.0002
1520,0.6234,111924835,52436767,193,0.4685,59474833,345,0.5314,13235,0,0.0001
1521,0.6348,113982408,50218767,166,0.4406,63763641,372,0.5594,0,0,0.0000
1522,0.7904,141912408,73138762,314,0.5154,68759205,224,0.4845,14441,0,0.0001
1523,0.8877,159394441,77882669,262,0.4886,81499879,276,0.5113,11893,0,0.0001
1524,0.7792,139897593,69018289,262,0.4933,70844460,276,0.5064,34844,0,0.0002
1525,0.6387,114704069,62254316,358,0.5427,52400172,180,0.4568,49581,0,0.0004
1526,0.6868,123319924,57333694,262,0.4649,58544414,276,0.4747,7441816,0,0.0603
1527,0.7882,141505190,71462525,281,0.5050,70012706,257,0.4948,29959,0,0.0002
1528,0.6442,115649690,55396625,262,0.4790,60232412,276,0.5208,20653,0,0.0002
1529,0.8928,160303136,81628716,339,0.5092,74125738,199,0.4624,4548682,0,0.0284
1530,0.6017,108034048,46735783,166,0.4326,57023542,372,0.5278,4274723,0,0.0396
1531,0.7041,126426417,62702645,339,0.4960,56896390,199,0.4500,6827382,0,0.0540
1532,0.6705,120383212,56733605,314,0.4713,53134035,224,0.4414,10515572,0,0.0874
1533,0.8687,155960813,75535694,329,0.4843,70127744,209,0.4496,10297375,0,0.0660
1534,0.7950,142748928,64655267,262,0.4529,68456984,276,0.4796,9636677,0,0.0675
1535,0.6015,107999373,60846589,380,0.5634,47105131,158,0.4362,47653,0,0.0004
1536,0.6518,117030741,50413474,262,0.4308,53475958,276,0.4569,13141309,0,0.1123
1537,0.7522,135056579,51472278,83,0.3811,77009436,455,0.5702,6574865,0,0.0487
1538,0.7799,140022186,56271539,166,0.4019,71276817,372,0.5090,12473830,0,0.0891
1539,0.6591,118333733,53867789,193,0.4552,61043418,345,0.5159,3422526,0,0.0289
1540,0.8588,154195661,69246084,310,0.4491,65605388,228,0.4255,19344189,0,0.1255
1541,0.6778,121688823,55626013,256,0.4571,61558439,282,0.5059,4504371,0,0.0370
1542,0.6418,115238882,45434253,156,0.3943,60977819,382,0.5291,8826810,0,0.0766
1543,0.6936,124529299,56192244,262,0.4512,55425585,276,0.4451,12911470,0,0.1037
1544,0.6491,116543275,55938220,262,0.4800,58702110,276,0.5037,1902945,0,0.0163
1545,0.8609,154580079,72672177,193,0.4701,81895170,345,0.5298,12732,0,0.0001
1546,0.7338,131756469,58676306,166,0.4453,72593958,372,0.5510,486205,0,0.0037
1547,0.6204,111395131,54566700,262,0.4898,54991119,276,0.4937,1837312,0,0.0165
1548,0.8348,149876867,70506845,262,0.4704,69317184,276,0.4625,10052838,0,0.0671
1549,0.8688,155995486,66136238,262,0.4240,69374226,276,0.4447,20485022,0,0.1313
1550,0.6130,110059079,62585023,421,0.5686,47474056,117,0.4314,0,0,0.0000
1551,0.6629,119014166,53973355,193,0.4535,61192968,345,0.5142,3847843,0,0.0323
1552,0.6317,113435158,53658264,209,0.4730,59757420,329,0.5268,19474,0,0.0002
1553,0.8683,155906223,71083271,193,0.4559,80247133,345,0.5147,4575819,0,0.0293
1554,0.6730,120830453,53264569,166,0.4408,63412661,372,0.5248,4153223,0,0.0344
1555,0.6261,112411891,50113816,262,0.4458,54374983,276,0.4837,7923092,0,0.0705
1556,0.6625,118939603,52766757,262,0.4436,53980756,276,0.4539,12192090,0,0.1025
1557,0.6247,112157302,54717618,262,0.4879,57222836,276,0.5102,216848,0,0.0019
1558,0.8693,156066870,81574293,349,0.5227,71971069,189,0.4612,2521508,0,0.0162
1559,0.8241,147975715,78198814,349,0.5285,69697516,189,0.4710,79385,0,0.0005
1560,0.7781,139713595,55757945,166,0.3991,73314303,372,0.5247,10641347,0,0.0762
1561,0.7988,143418021,71582341,262,0.4991,71824486,276,0.5008,11194,0,0.0001
1562,0.7226,129735124,60698642,193,0.4679,68898904,345,0.5311,137578,0,0.0011
1563,0.7106,127583705,62862127,262,0.4927,64721578,276,0.5073,0,0,0.0000
1564,0.6261,112421768,52750507,226,0.4692,58775251,312,0.5228,896010,0,0.0080
1565,0.6017,108036369,53218470,262,0.4926,54812078,276,0.5073,5821,0,0.0001
1566,0.8894,159685951,80905136,287,0.5067,78780815,251,0.4933,0,0,0.0000
1567,0.6623,118911339,61499236,339,0.5172,55882581,199,0.4700,1529522,0,0.0129
1568,0.7021,126061560,66584963,349,0.5282,59380895,189,0.4710,95702,0,0.0008
1569,0.7936,142480511,69771165,262,0.4897,72709346,276,0.5103,0,0,0.0000
1570,0.7945,142651541,60658830,166,0.4252,77560782,372,0.5437,4431929,0,0.0311
1571,0.7513,134884190,69378830,314,0.5144,65479506,224,0.4854,25854,0,0.0002
1572,0.6106,109633785,50112352,166,0.4571,59500805,372,0.5427,20628,0,0.0002
1573,0.6346,113936418,51319785,193,0.4504,59148507,345,0.5191,3468126,0,0.0304
1574,0.8433,151412951,77137183,358,0.5094,61546456,180,0.4065,12729312,0,0.0841
1575,0.7118,127785521,64704353,339,0.5064,59211442,199,0.4634,3869726,0,0.0303
1576,0.7208,129410094,55654116,262,0.4301,56941037,276,0.4400,16814941,0,0.1299
1577,0.7287,130835633,58807035,262,0.4495,64803460,276,0.4953,7225138,0,0.0552
1578,0.7636,137105649,64964017,314,0.4738,60960702,224,0.4446,11180930,0,0.0815
1579,0.7347,131913682,62418954,193,0.4732,69489794,345,0.5268,4934,0,0.0000
1580,0.8180,146867242,75667012,329,0.5152,71200230,209,0.4848,0,0,0.0000
1581,0.8744,156993496,87112506,380,0.5549,67443200,158,0.4296,2437790,0,0.0155
1582,0.7424,133300904,66973764,310,0.5024,64192075,228,0.4816,2135065,0,0.0160
1583,0.7113,127714865,60497556,226,0.4737,67097501,312,0.5254,119808,0,0.0009
1584,0.8702,156243156,76984817,358,0.4927,63845800,180,0.4086,15412539,0,0.0986
1585,0.8109,145608352,67615075,329,0.4644,62809811,209,0.4314,15183466,0,0.1043
1586,0.6680,119940297,53763455,262,0.4483,56650417,276,0.4723,9526425,0,0.0794
1587,0.7588,136252644,61709298,166,0.4529,74104132,372,0.5439,439214,0,0.0032
1588,0.7526,135115961,59231634,166,0.4384,75884327,372,0.5616,0,0,0.0000
1589,0.8141,146156330,75041155,349,0.5134,65512926,189,0.4482,5602249,0,0.0383
1590,0.6539,117421125,60403090,329,0.5144,56574525,209,0.4818,443510,0,0.0038
1591,0.6257,112338256,49638380,262,0.4419,54800419,276,0.4878,7899457,0,0.0703
1592,0.7818,140366636,70086231,262,0.4993,69638384,276,0.4961,642021,0,0.0046
1593,0.6986,125432759,62451989,349,0.4979,55863088,189,0.4454,7117682,0,0.0567
1594,0.8149,146310810,79931682,358,0.5463,66326766,180,0.4533,52362,0,0.0004
1595,0.6167,110724763,50602387,166,0.4570,59958043,372,0.5415,164333,0,0.0015
1596,0.6694,120200435,57140303,262,0.4754,57919807,276,0.4819,5140325,0,0.0428
1597,0.6565,117881583,57803376,314,0.4904,54018098,224,0.4582,6060109,0,0.0514
1598,0.7209,129426258,50422655,92,0.3896,73256023,446,0.5660,5747580,0,0.0444
1599,0.8361,150125095,69743550,349,0.4646,62503079,189,0.4163,17878466,0,0.1191
1600,0.7350,131955952,65400619,339,0.4956,59288415,199,0.4493,7266918,0,0.0551
1601,0.6390,114720322,41883426,96,0.3651,61706058,442,0.5379,11130838,0,0.0970
1602,0.7031,126234055,47668436,69,0.3776,75073562,469,0.5947,3492057,0,0.0277
1603,0.7741,138991258,62621177,166,0.4505,76269992,372,0.5487,100089,0,0.0007
1604,0.6792,121962570,59478538,262,0.4877,58928406,276,0.4832,3555626,0,0.0292
1605,0.8150,146333996,74662877,380,0.5102,57776327,158,0.3948,13894792,0,0.0950
1606,0.6690,120124435,49089022,116,0.4087,67190039,422,0.5593,3845374,0,0.0320
1607,0.8574,153947540,67435668,166,0.4380,81904508,372,0.5320,4607364,0,0.0299
1608,0.8000,143640745,64762487,193,0.4509,76197271,345,0.5305,2680987,0,0.0187
1609,0.6074,109045615,49691006,193,0.4557,57508374,345,0.5274,1846235,0,0.0169
1610,0.7489,134463518,64434732,262,0.4792,70028786,276,0.5208,0,0,0.0000
1611,0.8783,157691998,70999239,226,0.4502,79028309,312,0.5012,7664450,0,0.0486
1612,0.8630,154956821,67972442,262,0.4387,66333559,276,0.4281,20650820,0,0.1333
1613,0.8901,159815065,77544769,262,0.4852,79037965,276,0.4946,3232331,0,0.0202
1614,0.6606,118595002,58645612,354,0.4945,51001779,184,0.4300,8947611,0,0.0754
1615,0.6629,119022403,55929578,310,0.4699,53216317,228,0.4471,9876508,0,0.0830
1616,0.8788,157789664,69458238,166,0.4402,88331426,372,0.5598,0,0,0.0000
1617,0.7349,131955253,59503733,166,0.4509,72451520,372,0.5491,0,0,0.0000
1618,0.6431,115461118,51820368,166,0.4488,63640750,372,0.5512,0,0,0.0000
1619,0.7796,139971249,61803352,262,0.4415,66449198,276,0.4747,11718699,0,0.0837
1620,0.6122,109934527,53227443,262,0.4842,52296966,276,0.4757,4410118,0,0.0401
1621,0.8225,147679208,71400209,354,0.4835,60638926,184,0.4106,15640073,0,0.1059
1622,0.8656,155398292,73642942,314,0.4739,69041595,224,0.4443,12713755,0,0.0818
1623,0.6653,119450579,50803307,262,0.4253,53634789,276,0.4490,15012483,0,0.1257
1624,0.6684,119995958,51034558,166,0.4253,61859911,372,0.5155,7101489,0,0.0592
1625,0.8325,149480503,64693120,193,0.4328,74698843,345,0.4997,10088540,0,0.0675
1626,0.8072,144935217,70832437,262,0.4887,74102780,276,0.5113,0,0,0.0000
1627,0.7903,141894828,66628698,262,0.4696,72937374,276,0.5140,2328756,0,0.0164
1628,0.6174,110843992,53651609,262,0.4840,54267104,276,0.4896,2925279,0,0.0264
1629,0.6569,117946828,52588972,262,0.4459,55858474,276,0.4736,9499382,0,0.0805
1630,0.6706,120405589,53116693,262,0.4411,52745248,276,0.4381,14543648,0,0.1208
1631,0.6346,113958314,51258262,262,0.4498,55438278,276,0.4865,7261774,0,0.0637
1632,0.6832,122675553,56118948,193,0.4575,64427509,345,0.5252,2129096,0,0.0174
1633,0.8609,154567702,71650726,193,0.4636,82853917,345,0.5360,63059,0,0.0004
1634,0.7900,141833937,72744320,329,0.5129,67465324,209,0.4757,1624293,0,0.0115
1635,0.8407,150941905,74146200,262,0.4912,76538066,276,0.5071,257639,0,0.0017
1636,0.7890,141670642,73011257,329,0.5154,68419957,209,0.4830,239428,0,0.0017
1637,0.6618,118824320,58923375,349,0.4959,52904492,189,0.4452,6996453,0,0.0589
1638,0.7711,138446008,72522728,354,0.5238,62992874,184,0.4550,2930406,0,0.0212
1639,0.8807,158144547,84632280,380,0.5352,63925637,158,0.4042,9586630,0,0.0606
1640,0.8611,154603157,70643433,262,0.4569,73344489,276,0.4744,10615235,0,0.0687
1641,0.6258,112358351,46521720,166,0.4140,56271275,372,0.5008,9565356,0,0.0851
1642,0.7623,136874748,61562808,262,0.4498,66182951,276,0.4835,9128989,0,0.0667
1643,0.8295,148933256,76633269,314,0.5145,72126240,224,0.4843,173747,0,0.0012
1644,0.6176,110894136,60256232,358,0.5434,50604087,180,0.4563,33817,0,0.0003
1645,0.8639,155105444,65432096,226,0.4219,73662603,312,0.4749,16010745,0,0.1032
1646,0.6645,119317315,44678972,96,0.3745,63883666,442,0.5354,10754677,0,0.0901
1647,0.7845,140845829,59317508,166,0.4212,75680914,372,0.5373,5847407,0,0.0415
1648,0.7826,140516525,64247302,262,0.4572,70153098,276,0.4993,6116125,0,0.0435
1649,0.6627,118976992,63705290,354,0.5354,55111723,184,0.4632,159979,0,0.0013
1650,0.7041,126435158,49213021,262,0.3892,53331327,276,0.4218,23890810,0,0.1890
1651,0.7727,138733953,71296361,314,0.5139,67437592,224,0.4861,0,0,0.0000
1652,0.7486,134399757,66992097,262,0.4985,67407660,276,0.5015,0,0,0.0000
1653,0.8341,149769221,76375485,366,0.5100,60478760,172,0.4038,12914976,0,0.0862
1654,0.6587,118263304,57274575,262,0.4843,60891032,276,0.5149,97697,0,0.0008
1655,0.8814,158259846,84508548,354,0.5340,72154999,184,0.4559,1596299,0,0.0101
1656,0.7410,133041473,63360952,256,0.4762,69597806,282,0.5231,82715,0,0.0006
1657,0.7964,142987081,69748957,262,0.4878,72811097,276,0.5092,427027,0,0.0030
1658,0.6411,115123432,54973201,226,0.4775,60150231,312,0.5225,0,0,0.0000
1659,0.7498,134638384,63924339,210,0.4748,70714045,328,0.5252,0,0,0.0000
1660,0.7960,142921725,66968008,349,0.4686,58555223,189,0.4097,17398494,0,0.1217
1661,0.6439,115623792,59379363,354,0.5136,49939913,184,0.4319,6304516,0,0.0545
1662,0.7637,137114726,65874013,349,0.4804,57758898,189,0.4212,13481815,0,0.0983
1663,0.7051,126591030,55466032,262,0.4382,57623535,276,0.4552,13501463,0,0.1067
1664,0.7512,134877138,65844200,297,0.4882,63224181,241,0.4688,5808757,0,0.0431
1665,0.6279,112744767,49169666,256,0.4361,54519481,282,0.4836,9055620,0,0.0803
1666,0.7946,142654418,76375297,358,0.5354,61655560,180,0.4322,4623561,0,0.0324
1667,0.6891,123721050,60051538,354,0.4854,51049635,184,0.4126,12619877,0,0.1020
1668,0.8977,161188998,68345057,166,0.4240,89498775,372,0.5552,3345166,0,0.0208
1669,0.6722,120698778,48212212,177,0.3994,57847554,361,0.4793,14639012,0,0.1213
1670,0.8249,148111964,57368474,166,0.3873,73649007,372,0.4973,17094483,0,0.1154
1671,0.6560,117787222,58197886,297,0.4941,56030468,241,0.4757,3558868,0,0.0302
1672,0.6095,109427316,50682182,262,0.4632,50119064,276,0.4580,8626070,0,0.0788
1673,0.8575,153954339,72098698,193,0.4683,81853503,345,0.5317,2138,0,0.0000
1674,0.6912,124104928,53970433,262,0.4349,57147214,276,0.4605,12987281,0,0.1046
1675,0.6715,120569269,65541670,358,0.5436,54902032,180,0.4554,125567,0,0.0010
1676,0.7159,128517265,59085148,166,0.4597,69432117,372,0.5403,0,0,0.0000
1677,0.6179,110938706,48461986,193,0.4368,56583280,345,0.5100,5893440,0,0.0531
1678,0.8186,146967030,64449753,193,0.4385,74893672,345,0.5096,7623605,0,0.0519
1679,0.8851,158907406,73960651,262,0.4654,74849167,276,0.4710,10097588,0,0.0635
1680,0.7279,130688485,61386450,262,0.4697,66338930,276,0.5076,2963105,0,0.0227
1681,0.6517,117010871,54395009,281,0.4649,53112854,257,0.4539,9503008,0,0.0812
1682,0.6981,125342130,59739677,226,0.4766,65602453,312,0.5234,0,0,0.0000
1683,0.8262,148355395,73579498,262,0.4960,74094058,276,0.4994,681839,0,0.0046
1684,0.6095,109424667,53530258,349,0.4892,48086736,189,0.4395,7807673,0,0.0714
1685,0.7681,137899307,71623994,339,0.5194,66275313,199,0.4806,0,0,0.0000
1686,0.6891,123724618,62347376,281,0.5039,60951469,257,0.4926,425773,0,0.0034
1687,0.8047,144482940,64974534,310,0.4497,61949039,228,0.4288,17559367,0,0.1215
1688,0.8632,154982498,75514010,262,0.4872,79116417,276,0.5105,352071,0,0.0023
1689,0.7466,134046025,57635643,226,0.4300,64623141,312,0.4821,11787241,0,0.0879
1690,0.8978,161201819,65020973,96,0.4034,90650372,442,0.5623,5530474,0,0.0343
1691,0.7211,129481677,67055350,329,0.5179,62368836,209,0.4817,57491,0,0.0004
1692,0.7280,130709290,59846337,193,0.4579,67788891,345,0.5186,3074062,0,0.0235
1693,0.6189,111123344,47614066,166,0.4285,61135978,372,0.5502,2373300,0,0.0214
1694,0.6837,122744728,64198101,349,0.5230,58530341,189,0.4768,16286,0,0.0001
1695,0.6359,114177970,51419066,166,0.4503,62700952,372,0.5492,57952,0,0.0005
1696,0.6725,120741855,59816390,354,0.4954,51207828,184,0.4241,9717637,0,0.0805
1697,0.6707,120434534,64711138,354,0.5373,55698671,184,0.4625,24725,0,0.0002
1698,0.7693,138118600,68880620,354,0.4987,59298073,184,0.4293,9939907,0,0.0720
1699,0.7634,137057371,64177341,262,0.4683,63502108,276,0.4633,9377922,0,0.0684
1700,0.6022,108123136,45050695,262,0.4167,48337244,276,0.4471,14735197,0,0.1363
1701,0.7079,127091329,63131742,262,0.4967,63906159,276,0.5028,53428,0,0.0004
1702,0.6928,124396589,66096495,358,0.5313,54879206,180,0.4412,3420888,0,0.0275
1703,0.8070,144905952,71806024,262,0.4955,70689885,276,0.4878,2410043,0,0.0166
1704,0.6886,123637545,70797765,421,0.5726,50786176,117,0.4108,2053604,0,0.0166
1705,0.6185,111050460,48699270,287,0.4385,46966170,251,0.4229,15385020,0,0.1385
1706,0.7217,129582185,52446120,166,0.4047,68390048,372,0.5278,8746017,0,0.0675
1707,0.8461,151923018,76938322,287,0.5064,74946069,251,0.4933,38627,0,0.0003
1708,0.7232,129852183,59263007,193,0.4564,69263187,345,0.5334,1325989,0,0.0102
1709,0.6029,108245590,54895134,349,0.5071,48769873,189,0.4505,4580583,0,0.0423
1710,0.6370,114361642,49167892,226,0.4299,54877236,312,0.4799,10316514,0,0.0902
1711,0.8350,149928016,62823105,166,0.4190,78570556,372,0.5241,8534355,0,0.0569
1712,0.8632,154980509,77474003,339,0.4999,71119535,199,0.4589,6386971,0,0.0412
1713,0.6786,121827150,62493702,349,0.5130,56610452,189,0.4647,2722996,0,0.0224
1714,0.7905,141926764,65449905,193,0.4612,76432664,345,0.5385,44195,0,0.0003
1715,0.6572,117999782,57092888,262,0.4838,60836913,276,0.5156,69981,0,0.0006
1716,0.7207,129408306,62622487,262,0.4839,66755194,276,0.5158,30625,0,0.0002
1717,0.7340,131771793,60805104,193,0.4614,70933888,345,0.5383,32801,0,0.0002
1718,0.8270,148491072,67757586,166,0.4563,80257973,372,0.5405,475513,0,0.0032
1719,0.6635,119118709,54530329,166,0.4578,64588380,372,0.5422,0,0,0.0000
1720,0.7814,140281172,62403621,339,0.4448,56728012,199,0.4044,21149539,0,0.1508
1721,0.6964,125036633,54210553,262,0.4336,58943511,276,0.4714,11882569,0,0.0950
1722,0.7521,135032891,63936857,310,0.4735,60780267,228,0.4501,10315767,0,0.0764
1723,0.8781,157656782,83082286,349,0.5270,74509391,189,0.4726,65105,0,0.0004
1724,0.6283,112811501,50508640,166,0.4477,62218570,372,0.5515,84291,0,0.0007
1725,0.7932,142410236,62061524,156,0.4358,80348712,382,0.5642,0,0,0.0000
1726,0.8360,150095242,75939113,329,0.5059,70159235,209,0.4674,3996894,0,0.0266
1727,0.8313,149256482,81311544,358,0.5448,67933161,180,0.4551,11777,0,0.0001
