Turnout Percent,Total Votes,Republican Votes,Republican Electoral Votes,Republican Vote Percent,Democrat Votes,Democrat Electoral Votes,Democrat Vote Percent,Independent Votes,Independent Electoral Votes,Independent Vote Percent
0.7478738461538461,134277846.0123077,63652985.35692307,260.56615384615384,0.47384800000000005,65686609.04615384,277.43384615384616,0.4893830769230769,4938251.609230769,0.0,0.036768923076923074
